galaxy_id,tdf_B,tdf_r0,nfw_Vh2,nfw_rs,mse_baryon,mse_tdf,mse_nfw,chi2_baryon,chi2_tdf,chi2_nfw,chi2_red_baryon,chi2_red_tdf,chi2_red_nfw,aic_baryon,aic_tdf,aic_nfw,bic_baryon,bic_tdf,bic_nfw,best_model_by_bic,tdf_vs_baryon_improvement_percent,tdf_vs_nfw_improvement_percent,tdf_beats_baryon_by_bic,tdf_beats_nfw_by_bic,success_tdf,success_nfw,success,data_mode,warnings,dataset_mode,dataset_source,is_real_observational_data
DDO154,1852.7738431784987,4.799756263078068,5859.159817912077,7.779914498194514,60.8,0.3806077642149071,0.27111741013097096,40.89555555555555,0.2820362562079207,0.21215586307463274,8.17911111111111,0.09401208540264024,0.07071862102487758,40.89555555555555,4.28203625620792,4.212155863074633,40.89555555555555,3.5009120810761214,3.4310316879428333,nfw_simple,99.37400038780443,-40.384848037255786,True,False,True,True,True,demo_fixture_calibration,,demo_fixture_calibration,test_fixture,False
NGC2403,5753.893518429869,12.001858725831319,17860.661808570116,18.99713270407715,259.6,1.5181285041493973,1.2008140212041511,117.2641723356009,0.885172151005507,0.7337722794738639,23.45283446712018,0.2950573836685023,0.2445907598246213,117.2641723356009,4.885172151005507,4.733772279473864,117.2641723356009,4.104047975873708,3.9526481043420647,nfw_simple,99.41520473646018,-26.42494818865038,True,False,True,True,True,demo_fixture_calibration,,demo_fixture_calibration,test_fixture,False
